Timestamp,Please provide your worker ID,"How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?"
11/28/2018 10:46:56,A1O0BGHFTMPQM0,More votes,2,4,More votes,3,5,Fewer votes,3,4,More votes,4,5,Fewer votes,3,2,More votes,3,2,More votes,2,5,More votes,5,2,Fewer votes,5,1,More votes,5,2,Fewer votes,5,2,More votes,3,1,More votes,5,5,More votes,2,4,Fewer votes,3,2,Fewer votes,4,2,Fewer votes,5,2,More votes,5,1,More votes,6,1,More votes,5,2,Fewer votes,3,2,More votes,3,2,Fewer votes,3,2,More votes,5,2,More votes,6,2,More votes,5,2,More votes,4,2,More votes,5,2,Fewer votes,2,3,More votes,5,2,More votes,6,2,More votes,6,1,More votes,5,1,More votes,6,1,Fewer votes,3,2,More votes,3,2
11/28/2018 10:48:08,A2HITRHQ441VHA,Fewer votes,4,6,More votes,4,6,Fewer votes,4,5,Fewer votes,5,4,More votes,4,5,Fewer votes,4,5,More votes,6,5,Fewer votes,4,5,More votes,6,5,Fewer votes,4,6,More votes,4,5,Fewer votes,4,6,More votes,3,5,Fewer votes,4,5,More votes,4,6,Fewer votes,5,4,More votes,5,4,Fewer votes,5,4,Fewer votes,5,4,Fewer votes,5,3,Fewer votes,3,6,Fewer votes,3,5,Fewer votes,4,6,Fewer votes,4,5,Fewer votes,3,5,Fewer votes,3,5,More votes,4,5,Fewer votes,3,5,More votes,4,5,Fewer votes,4,3,Fewer votes,2,4,Fewer votes,3,5,Fewer votes,3,4,Fewer votes,3,5,More votes,3,5,Fewer votes,3,5
11/28/2018 10:48:15,A3E9B8ICQV4SF8,More votes,7,6,Fewer votes,4,5,More votes,7,7,Fewer votes,6,5,More votes,6,7,Fewer votes,2,2,More votes,7,7,Fewer votes,7,6,More votes,6,7,More votes,6,7,More votes,6,7,More votes,6,6,More votes,6,6,Fewer votes,6,6,More votes,6,6,Fewer votes,7,6,More votes,7,6,Fewer votes,5,5,More votes,6,7,Fewer votes,6,7,More votes,6,7,Fewer votes,6,7,More votes,6,7,Fewer votes,6,7,More votes,6,7,Fewer votes,6,7,More votes,6,7,Fewer votes,6,7,More votes,6,7,Fewer votes,6,7,More votes,6,7,Fewer votes,6,7,More votes,6,7,Fewer votes,5,5,More votes,7,7,Fewer votes,4,3
11/28/2018 10:48:22,A2M1CVZZJAN4T4,Fewer votes,6,3,More votes,6,3,Fewer votes,6,2,More votes,6,2,Fewer votes,7,1,More votes,7,1,Fewer votes,4,6,More votes,4,6,Fewer votes,6,3,More votes,6,3,Fewer votes,6,2,More votes,6,2,Fewer votes,2,7,More votes,2,7,Fewer votes,4,4,More votes,4,4,Fewer votes,6,3,More votes,6,3,Fewer votes,2,7,More votes,2,7,Fewer votes,4,5,More votes,4,5,Fewer votes,5,3,More votes,5,3,Fewer votes,1,7,More votes,1,7,Fewer votes,2,4,More votes,3,4,Fewer votes,5,4,More votes,5,4,Fewer votes,1,7,More votes,1,7,Fewer votes,2,6,More votes,2,6,Fewer votes,3,4,More votes,3,5
11/28/2018 10:49:02,A3AV8KOZW78IEW,More votes,4,7,Fewer votes,4,7,More votes,4,7,More votes,4,3,Fewer votes,4,4,More votes,4,6,More votes,4,6,Fewer votes,4,5,More votes,4,1,More votes,4,6,Fewer votes,4,3,Fewer votes,4,6,Fewer votes,4,6,More votes,4,3,Fewer votes,4,6,More votes,4,6,More votes,4,4,More votes,4,5,Fewer votes,4,3,More votes,4,1,More votes,4,7,Fewer votes,4,2,Fewer votes,4,2,More votes,4,2,More votes,4,4,More votes,4,7,Fewer votes,4,3,Fewer votes,4,7,More votes,4,1,More votes,4,5,More votes,4,4,Fewer votes,4,7,Fewer votes,3,4,Fewer votes,4,7,More votes,4,1,Fewer votes,4,6
11/28/2018 10:53:57,A3P2EXV8LIPUVI,More votes,7,7,Fewer votes,6,7,Fewer votes,6,7,More votes,7,6,Fewer votes,7,7,More votes,6,6,Fewer votes,7,6,Fewer votes,6,7,Fewer votes,7,6,Fewer votes,6,7,Fewer votes,6,7,More votes,7,7,Fewer votes,7,7,More votes,7,6,More votes,6,7,More votes,7,7,Fewer votes,5,7,More votes,7,6,More votes,7,6,More votes,7,6,Fewer votes,7,7,More votes,7,7,More votes,7,7,More votes,6,7,More votes,7,7,More votes,7,7,Fewer votes,6,7,Fewer votes,7,6,Fewer votes,7,6,More votes,7,7,Fewer votes,6,7,More votes,7,6,Fewer votes,7,7,More votes,7,6,Fewer votes,7,7,More votes,6,7
11/28/2018 10:58:55,A14DRED7XJ1F2V,More votes,4,5,Fewer votes,4,4,More votes,4,3,Fewer votes,3,4,Fewer votes,5,2,More votes,5,3,More votes,5,5,More votes,6,4,Fewer votes,5,3,More votes,3,4,Fewer votes,4,4,More votes,5,4,Fewer votes,4,3,More votes,5,4,Fewer votes,4,3,More votes,6,3,Fewer votes,5,2,More votes,5,3,Fewer votes,5,5,More votes,4,3,Fewer votes,4,3,More votes,4,5,Fewer votes,5,3,More votes,4,4,More votes,4,4,More votes,4,4,Fewer votes,5,3,More votes,5,3,More votes,3,4,More votes,4,3,Fewer votes,4,2,More votes,5,4,Fewer votes,4,3,More votes,5,3,Fewer votes,3,2,More votes,4,3
11/28/2018 11:01:53,A2H6K1XIK4LY7O,Fewer votes,4,4,Fewer votes,4,4,More votes,6,5,More votes,5,5,More votes,3,5,More votes,6,5,More votes,2,5,More votes,6,4,More votes,5,5,More votes,3,5,More votes,4,4,Fewer votes,4,2,More votes,6,5,More votes,4,6,Fewer votes,3,6,More votes,4,6,More votes,4,7,More votes,3,4,More votes,6,5,Fewer votes,4,3,More votes,4,3,Fewer votes,6,5,More votes,3,5,More votes,4,7,More votes,4,4,More votes,5,6,More votes,2,3,More votes,4,7,More votes,3,4,More votes,3,4,More votes,5,4,Fewer votes,3,5,More votes,3,3,More votes,7,5,More votes,3,5,More votes,5,4
11/28/2018 11:05:29,A3K2RI35D0E7P3,Fewer votes,6,4,Fewer votes,3,4,More votes,5,5,Fewer votes,3,4,More votes,4,4,Fewer votes,2,2,More votes,6,5,More votes,5,4,More votes,6,5,Fewer votes,5,6,More votes,5,5,Fewer votes,3,5,More votes,6,5,Fewer votes,3,3,More votes,2,2,Fewer votes,2,2,More votes,6,5,Fewer votes,2,2,Fewer votes,4,6,Fewer votes,5,2,More votes,6,4,Fewer votes,2,2,More votes,6,5,Fewer votes,2,2,More votes,5,5,Fewer votes,3,2,More votes,6,4,Fewer votes,2,2,More votes,6,4,More votes,6,4,More votes,5,4,Fewer votes,6,6,More votes,6,2,Fewer votes,2,2,More votes,6,5,Fewer votes,2,2
11/28/2018 11:10:35,A1FOTRH3UJMKTS,More votes,6,5,More votes,6,5,More votes,6,6,Fewer votes,6,3,More votes,6,6,Fewer votes,5,2,More votes,6,4,Fewer votes,6,4,More votes,6,5,Fewer votes,5,4,More votes,6,6,Fewer votes,6,4,More votes,5,5,Fewer votes,5,4,More votes,5,5,Fewer votes,6,2,More votes,6,5,Fewer votes,6,2,More votes,6,4,Fewer votes,6,4,More votes,6,5,Fewer votes,5,3,More votes,6,5,Fewer votes,6,5,More votes,6,1,Fewer votes,5,2,More votes,6,3,Fewer votes,6,5,More votes,6,5,Fewer votes,6,4,More votes,6,1,Fewer votes,4,2,More votes,5,5,Fewer votes,6,4,More votes,6,5,Fewer votes,5,5
11/28/2018 11:13:53,A357BORERBTE76,Fewer votes,6,6,Fewer votes,5,6,Fewer votes,5,6,Fewer votes,6,5,More votes,6,6,Fewer votes,5,6,More votes,6,6,More votes,6,5,More votes,6,6,Fewer votes,5,6,More votes,7,6,Fewer votes,5,6,Fewer votes,4,6,Fewer votes,6,7,More votes,6,6,Fewer votes,6,6,More votes,6,6,Fewer votes,6,6,Fewer votes,4,5,Fewer votes,6,6,More votes,6,6,Fewer votes,5,6,More votes,7,6,Fewer votes,5,6,Fewer votes,5,6,Fewer votes,5,5,More votes,6,6,Fewer votes,6,5,More votes,7,6,Fewer votes,6,6,Fewer votes,5,6,Fewer votes,5,6,More votes,5,6,Fewer votes,5,6,More votes,5,6,Fewer votes,6,6
11/28/2018 11:17:52,A1J2LOGAGQ7HNT,Fewer votes,7,4,Fewer votes,7,5,Fewer votes,7,6,Fewer votes,7,5,Fewer votes,7,6,Fewer votes,7,5,Fewer votes,6,5,Fewer votes,6,5,Fewer votes,6,5,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,6,5,Fewer votes,7,4,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,6,Fewer votes,7,6,Fewer votes,7,5,Fewer votes,6,5,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,4,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,5,Fewer votes,7,6,Fewer votes,7,5,Fewer votes,7,5
11/28/2018 11:19:01,AWXIEV9H6KT9E,Fewer votes,5,4,More votes,5,5,More votes,4,4,More votes,4,4,More votes,4,3,Fewer votes,3,3,More votes,3,3,Fewer votes,4,4,More votes,4,4,More votes,4,4,More votes,5,5,More votes,6,4,Fewer votes,4,4,Fewer votes,5,4,Fewer votes,4,3,More votes,4,3,Fewer votes,4,4,Fewer votes,4,4,Fewer votes,4,4,Fewer votes,4,3,Fewer votes,3,3,Fewer votes,3,4,Fewer votes,4,3,Fewer votes,4,3,Fewer votes,5,3,More votes,3,3,Fewer votes,3,3,Fewer votes,3,3,Fewer votes,3,4,Fewer votes,3,3,Fewer votes,4,3,Fewer votes,4,3,Fewer votes,4,3,Fewer votes,3,3,Fewer votes,4,3,Fewer votes,4,3
