Timestamp,Please provide your workerID,"How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?"
11/27/2018 14:10:55,A1KTPYX40PRLVW,More votes,5,6,More votes,3,4,Fewer votes,5,3,More votes,6,2,More votes,7,7,More votes,7,1,More votes,5,6,More votes,6,3,More votes,7,6,More votes,6,3,More votes,7,7,More votes,5,6,Fewer votes,3,4,Fewer votes,2,4,More votes,6,4,More votes,5,6,Fewer votes,4,4,More votes,6,1,More votes,6,4,More votes,5,4,Fewer votes,3,4,More votes,6,2,Fewer votes,6,2,More votes,6,2,More votes,6,4,More votes,6,2,Fewer votes,6,4,More votes,6,1,Fewer votes,6,4,More votes,7,1,Fewer votes,4,4,More votes,6,2,Fewer votes,4,4,More votes,6,3,Fewer votes,7,3,More votes,7,2
11/27/2018 14:11:25,AQWV4866H1PFQ,Fewer votes,7,5,Fewer votes,7,6,More votes,7,4,Fewer votes,7,5,More votes,7,6,Fewer votes,6,6,More votes,7,3,Fewer votes,7,4,More votes,7,5,Fewer votes,7,4,More votes,7,3,Fewer votes,7,5,More votes,7,5,Fewer votes,7,6,More votes,7,2,Fewer votes,7,6,More votes,7,2,Fewer votes,7,5,More votes,7,4,Fewer votes,7,5,More votes,7,3,Fewer votes,7,5,More votes,7,3,Fewer votes,7,6,More votes,6,5,Fewer votes,6,4,More votes,7,5,Fewer votes,7,4,More votes,7,2,Fewer votes,6,4,More votes,7,4,Fewer votes,7,6,More votes,7,4,Fewer votes,7,5,More votes,6,3,Fewer votes,7,6
11/27/2018 14:11:43,A3KE7OXK8J5QAD,Fewer votes,5,5,Fewer votes,6,6,More votes,5,5,Fewer votes,5,4,Fewer votes,5,4,More votes,3,3,More votes,5,5,Fewer votes,4,4,Fewer votes,5,5,More votes,3,3,More votes,6,6,More votes,3,3,More votes,5,4,More votes,3,2,Fewer votes,5,4,Fewer votes,5,5,More votes,6,5,More votes,3,2,More votes,4,5,More votes,3,4,Fewer votes,5,4,Fewer votes,3,5,Fewer votes,5,4,Fewer votes,2,3,Fewer votes,4,5,More votes,3,4,Fewer votes,5,5,Fewer votes,3,3,More votes,6,5,More votes,3,2,Fewer votes,5,4,More votes,3,4,Fewer votes,5,5,Fewer votes,5,6,Fewer votes,6,5,Fewer votes,5,5
11/27/2018 14:17:00,A30NWLRPW1XUSH,Fewer votes,5,7,More votes,7,7,Fewer votes,7,4,More votes,7,4,Fewer votes,7,3,More votes,7,1,Fewer votes,3,7,More votes,2,7,Fewer votes,4,6,More votes,3,6,Fewer votes,5,3,More votes,5,3,More votes,2,7,More votes,2,6,Fewer votes,3,5,More votes,3,5,Fewer votes,4,4,More votes,5,3,Fewer votes,1,7,More votes,2,6,Fewer votes,2,6,More votes,2,6,Fewer votes,3,5,More votes,3,5,Fewer votes,1,7,More votes,1,7,Fewer votes,2,6,More votes,2,6,Fewer votes,3,5,More votes,3,5,Fewer votes,1,7,More votes,2,6,Fewer votes,2,6,More votes,2,6,Fewer votes,2,6,More votes,3,5
11/27/2018 14:24:50,ASMEIXETQPZV2,More votes,4,4,More votes,2,3,More votes,4,3,More votes,4,4,Fewer votes,3,3,Fewer votes,2,3,More votes,4,3,Fewer votes,3,3,More votes,2,3,More votes,2,2,More votes,4,3,Fewer votes,1,2,More votes,2,2,More votes,4,2,Fewer votes,1,3,Fewer votes,2,2,More votes,3,2,More votes,2,2,Fewer votes,1,2,More votes,5,3,Fewer votes,2,3,Fewer votes,4,4,More votes,4,3,Fewer votes,2,3,More votes,4,3,Fewer votes,2,3,More votes,4,3,More votes,1,3,More votes,5,3,Fewer votes,2,4,More votes,3,2,More votes,2,2,More votes,4,3,Fewer votes,1,3,More votes,2,3,Fewer votes,2,3
11/27/2018 14:24:52,A22X4H4XWMRFG7,Fewer votes,1,1,Fewer votes,1,1,Fewer votes,1,1,Fewer votes,1,1,Fewer votes,1,1,Fewer votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1,More votes,1,1
11/27/2018 14:26:13,A34PZU7S7JCAJO,Fewer votes,4,5,Fewer votes,4,3,Fewer votes,3,4,Fewer votes,3,3,Fewer votes,4,3,Fewer votes,4,3,Fewer votes,4,3,Fewer votes,4,4,More votes,5,4,More votes,4,5,Fewer votes,4,4,Fewer votes,3,4,More votes,4,5,More votes,5,4,More votes,5,3,Fewer votes,6,5,More votes,5,5,Fewer votes,5,5,More votes,4,5,Fewer votes,4,3,More votes,5,6,Fewer votes,3,4,More votes,5,5,Fewer votes,3,3,More votes,4,5,Fewer votes,4,3,More votes,6,5,Fewer votes,3,2,More votes,6,7,Fewer votes,4,3,More votes,4,4,Fewer votes,3,3,More votes,4,3,Fewer votes,3,2,More votes,5,6,Fewer votes,3,4
11/27/2018 14:30:06,A1127U06EX2U6H,More votes,5,5,Fewer votes,6,6,Fewer votes,5,6,Fewer votes,6,6,More votes,5,6,Fewer votes,6,6,More votes,6,5,Fewer votes,3,2,More votes,6,6,Fewer votes,5,5,More votes,5,6,Fewer votes,4,5,More votes,6,6,Fewer votes,2,2,More votes,5,5,Fewer votes,4,3,More votes,5,5,Fewer votes,3,2,More votes,5,5,Fewer votes,3,3,More votes,5,5,Fewer votes,3,3,More votes,6,6,Fewer votes,2,2,More votes,5,6,Fewer votes,2,2,More votes,6,5,Fewer votes,2,2,More votes,6,5,Fewer votes,2,2,Fewer votes,6,5,Fewer votes,2,2,More votes,6,5,Fewer votes,1,2,More votes,5,6,Fewer votes,2,2
11/27/2018 14:32:06,AZBS0MVCBSCGY,Fewer votes,5,5,More votes,6,5,More votes,5,7,Fewer votes,5,6,Fewer votes,7,4,Fewer votes,5,6,Fewer votes,5,6,Fewer votes,6,4,Fewer votes,6,5,Fewer votes,6,4,More votes,7,6,Fewer votes,6,5,Fewer votes,6,3,Fewer votes,6,4,Fewer votes,5,4,Fewer votes,5,6,More votes,7,4,More votes,6,4,More votes,5,4,More votes,7,4,Fewer votes,7,4,Fewer votes,5,3,Fewer votes,5,4,Fewer votes,7,5,Fewer votes,5,3,Fewer votes,7,5,Fewer votes,4,6,More votes,5,4,Fewer votes,7,5,More votes,5,3,Fewer votes,6,4,Fewer votes,5,4,More votes,5,3,Fewer votes,5,4,More votes,5,4,Fewer votes,7,5
11/27/2018 14:34:46,A1IKK576F8WY0N,Fewer votes,5,3,More votes,5,4,Fewer votes,6,3,More votes,5,3,Fewer votes,6,2,More votes,5,3,Fewer votes,4,5,More votes,6,5,Fewer votes,5,3,More votes,5,4,Fewer votes,6,2,More votes,5,3,Fewer votes,6,5,More votes,6,6,Fewer votes,5,4,More votes,5,5,Fewer votes,6,3,More votes,6,3,Fewer votes,4,6,More votes,4,7,Fewer votes,5,5,More votes,5,5,Fewer votes,6,3,More votes,6,2,Fewer votes,4,6,More votes,4,7,Fewer votes,5,4,More votes,5,5,Fewer votes,6,5,More votes,4,4,Fewer votes,3,7,More votes,3,7,Fewer votes,4,6,More votes,4,6,Fewer votes,5,6,More votes,4,5
11/27/2018 14:39:02,A2YKYAZYVWOXBO,Fewer votes,6,5,Fewer votes,6,6,More votes,3,6,More votes,6,6,More votes,7,7,More votes,2,2,Fewer votes,6,6,More votes,6,6,More votes,5,7,Fewer votes,5,6,More votes,5,3,Fewer votes,6,3,Fewer votes,3,3,Fewer votes,4,3,More votes,6,5,Fewer votes,5,6,More votes,4,6,Fewer votes,6,2,More votes,6,5,Fewer votes,5,6,More votes,7,6,Fewer votes,3,3,More votes,6,7,Fewer votes,6,7,More votes,3,7,Fewer votes,5,3,More votes,6,7,Fewer votes,5,7,More votes,3,6,Fewer votes,7,7,More votes,3,3,More votes,2,7,More votes,7,7,Fewer votes,5,4,More votes,6,7,Fewer votes,6,5
11/27/2018 14:39:28,A2CF2BD4Q0ZDJN,Fewer votes,5,2,More votes,5,2,Fewer votes,6,1,More votes,6,1,Fewer votes,7,1,More votes,7,1,Fewer votes,4,6,More votes,4,6,Fewer votes,5,3,More votes,5,3,Fewer votes,6,2,More votes,6,2,Fewer votes,3,7,More votes,3,7,Fewer votes,4,4,More votes,4,4,Fewer votes,5,2,More votes,5,2,Fewer votes,2,7,More votes,2,7,Fewer votes,4,6,More votes,5,6,Fewer votes,5,4,More votes,5,4,Fewer votes,2,7,More votes,1,7,Fewer votes,4,6,More votes,4,6,Fewer votes,5,3,More votes,5,3,Fewer votes,2,7,More votes,2,7,Fewer votes,2,6,More votes,2,6,Fewer votes,5,5,More votes,5,5
11/27/2018 14:49:45,A2U0JT7TSIIXPS,Fewer votes,6,5,Fewer votes,5,4,More votes,6,5,More votes,6,5,Fewer votes,6,5,More votes,6,5,More votes,5,6,More votes,7,5,Fewer votes,6,6,More votes,6,5,Fewer votes,5,6,More votes,6,5,More votes,6,5,More votes,5,6,Fewer votes,6,5,More votes,6,5,More votes,5,6,Fewer votes,6,5,More votes,6,5,More votes,6,5,More votes,6,5,More votes,6,5,Fewer votes,6,5,More votes,6,5,More votes,6,5,More votes,6,5,More votes,6,5,More votes,6,5,Fewer votes,5,5,More votes,6,5,More votes,6,5,More votes,7,5,More votes,6,6,More votes,6,5,More votes,6,5,More votes,6,5
