"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3DQQ64TANGKCY8T3XGQBYTPPIR2WP2","A22T82WRKLBSHM","Submitted","Wed Nov 28 10:52:04 PST 2018","Wed Nov 28 11:13:44 PST 2018","Sat Dec 01 11:13:44 PST 2018","","","","1300","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3T111IHZ5EPMYPWAHXK8P4HTL85R9Z","A11W7R2O4RQSSS","Submitted","Wed Nov 28 10:27:09 PST 2018","Wed Nov 28 11:22:06 PST 2018","Sat Dec 01 11:22:06 PST 2018","","","","3297","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3M0NZ3JDP1XCZTGPOO14ZREQ8T5Z59","A39XLBFLSTLS","Submitted","Wed Nov 28 11:06:15 PST 2018","Wed Nov 28 11:25:49 PST 2018","Sat Dec 01 11:25:49 PST 2018","","","","1174","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3J4Q2Z4UTY2XYKUIXT50YYFZNNOWQT","AK5AFB4VLBCGK","Submitted","Wed Nov 28 10:27:09 PST 2018","Wed Nov 28 11:26:38 PST 2018","Sat Dec 01 11:26:38 PST 2018","","","","3569","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3EJJQNKU9R4FDVETF9802LFH4LDHRF","A2U7U0A4G92GTR","Submitted","Wed Nov 28 11:18:57 PST 2018","Wed Nov 28 11:27:55 PST 2018","Sat Dec 01 11:27:55 PST 2018","","","","538","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3VELCLL3GKI76UO6MP5LT9LRK86F1J","A3VENK02U0X16N","Submitted","Wed Nov 28 11:10:03 PST 2018","Wed Nov 28 11:36:25 PST 2018","Sat Dec 01 11:36:25 PST 2018","","","","1582","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3LKC68YZ3A2UD8H2IGDW9TKZ8M6WOL","ASCLZFXD9WMON","Submitted","Wed Nov 28 11:27:31 PST 2018","Wed Nov 28 11:42:25 PST 2018","Sat Dec 01 11:42:25 PST 2018","","","","894","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3U5NZHP4LR1U1IYE2H4BXQF233PHPN","A36GKWP2TPIX85","Submitted","Wed Nov 28 11:40:00 PST 2018","Wed Nov 28 11:46:54 PST 2018","Sat Dec 01 11:46:54 PST 2018","","","","414","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3GS6S824SQWCVNHQH1DJU4KUIC1WN6","A11Q8U6QTT8KGF","Submitted","Wed Nov 28 11:34:31 PST 2018","Wed Nov 28 11:52:17 PST 2018","Sat Dec 01 11:52:17 PST 2018","","","","1066","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3NGI5ARFTT4JX7D00S1Q53ZVMETP1W","A3MHKFOJIXO7QN","Submitted","Wed Nov 28 11:31:28 PST 2018","Wed Nov 28 12:05:39 PST 2018","Sat Dec 01 12:05:39 PST 2018","","","","2051","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","337RC3OW0519SYE0FES8VAXR68ZLVJ","A34488HCARTJ82","Submitted","Wed Nov 28 12:09:33 PST 2018","Wed Nov 28 12:17:05 PST 2018","Sat Dec 01 12:17:05 PST 2018","","","","452","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3WAKVUDHUWFA0Y0Y6UHTGJD7XHLU7U","A1DT85NV46PRGD","Submitted","Wed Nov 28 11:27:31 PST 2018","Wed Nov 28 12:22:01 PST 2018","Sat Dec 01 12:22:01 PST 2018","","","","3270","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3XLBSAQ9Z4BRMXU8CHG1XBSMZZ0Z7O","A2IVBF3QUJ09K","Submitted","Wed Nov 28 12:15:54 PST 2018","Wed Nov 28 12:26:38 PST 2018","Sat Dec 01 12:26:38 PST 2018","","","","644","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3FQ5JJ512LNL0NN9SNUG6TQZV5TKNZ","A12VQHPT0YHMIS","Submitted","Wed Nov 28 12:00:40 PST 2018","Wed Nov 28 12:50:50 PST 2018","Sat Dec 01 12:50:50 PST 2018","","","","3010","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
"37G6BXQPLPK0V0AXMQ6SN8DE2FVQEI","3ISUSNUB1ZE6F895AUWBA1K7P0SK2E","Answer questions about error bars","Look at bar charts with errors bars and answer related question","survey, demographics, graphs","$1.00","Wed Nov 28 10:26:44 PST 2018","25","BatchId:3452500;OriginalHitTemplateId:920937340;","3600","259200","Sat Dec 01 10:26:44 PST 2018","","","3XC1O3LBOSLUF6ABAJSTUS969NJLT3","A2AO6S9CHHQ9RN","Submitted","Wed Nov 28 12:28:35 PST 2018","Wed Nov 28 13:25:07 PST 2018","Sat Dec 01 13:25:07 PST 2018","","","","3392","0% (0/0)","0% (0/0)","0% (0/0)","MTURKUSF"
