,worker_id,question,response,answer,correct,confidence,likely
76,A4KXK34AMY5D1,5,1,1,1,5,3
77,A4KXK34AMY5D1,6,1,0,0,5,4
78,A4KXK34AMY5D1,7,1,1,1,3,5
79,A4KXK34AMY5D1,8,0,0,1,2,3
80,A4KXK34AMY5D1,9,0,1,0,2,2
81,A4KXK34AMY5D1,10,0,0,1,2,3
82,A4KXK34AMY5D1,11,0,1,0,7,4
83,A4KXK34AMY5D1,12,1,0,0,2,2
84,A4KXK34AMY5D1,13,1,1,1,2,2
85,A4KXK34AMY5D1,14,1,0,0,2,2
86,A4KXK34AMY5D1,15,1,1,1,2,2
87,A4KXK34AMY5D1,16,1,0,0,2,3
88,A4KXK34AMY5D1,17,1,1,1,3,4
89,A4KXK34AMY5D1,18,1,0,0,3,3
90,A4KXK34AMY5D1,19,0,1,0,3,3
91,A4KXK34AMY5D1,20,0,0,1,3,3
92,A4KXK34AMY5D1,21,0,1,0,3,3
93,A4KXK34AMY5D1,22,0,0,1,3,3
94,A4KXK34AMY5D1,23,1,1,1,3,3
95,A4KXK34AMY5D1,24,0,0,1,3,3
96,A4KXK34AMY5D1,25,0,1,0,3,4
97,A4KXK34AMY5D1,26,0,0,1,3,3
98,A4KXK34AMY5D1,27,0,1,0,3,3
99,A4KXK34AMY5D1,28,0,0,1,3,3
100,A4KXK34AMY5D1,29,1,1,1,3,3
101,A4KXK34AMY5D1,30,0,0,1,3,3
102,A4KXK34AMY5D1,31,0,1,0,3,3
103,A4KXK34AMY5D1,32,0,0,1,3,3
104,A4KXK34AMY5D1,33,0,1,0,3,3
105,A4KXK34AMY5D1,34,0,0,1,3,3
106,A4KXK34AMY5D1,35,1,1,1,3,3
107,A4KXK34AMY5D1,36,0,0,1,3,3
108,A1DIXDR0Y7KXMT,1,0,1,0,2,2
109,A1DIXDR0Y7KXMT,2,0,0,1,2,2
110,A1DIXDR0Y7KXMT,3,0,1,0,2,2
111,A1DIXDR0Y7KXMT,4,0,0,1,1,1
112,A1DIXDR0Y7KXMT,5,1,1,1,6,7
113,A1DIXDR0Y7KXMT,6,0,0,1,5,4
114,A1DIXDR0Y7KXMT,7,0,1,0,2,2
115,A1DIXDR0Y7KXMT,8,0,0,1,3,2
116,A1DIXDR0Y7KXMT,9,1,1,1,6,5
117,A1DIXDR0Y7KXMT,10,0,0,1,3,3
118,A1DIXDR0Y7KXMT,11,1,1,1,5,5
119,A1DIXDR0Y7KXMT,12,0,0,1,2,2
120,A1DIXDR0Y7KXMT,13,0,1,0,2,2
121,A1DIXDR0Y7KXMT,14,0,0,1,2,2
122,A1DIXDR0Y7KXMT,15,1,1,1,5,5
123,A1DIXDR0Y7KXMT,16,0,0,1,4,5
124,A1DIXDR0Y7KXMT,17,1,1,1,3,3
125,A1DIXDR0Y7KXMT,18,0,0,1,5,5
126,A1DIXDR0Y7KXMT,19,1,1,1,7,5
127,A1DIXDR0Y7KXMT,20,0,0,1,2,2
128,A1DIXDR0Y7KXMT,21,1,1,1,6,6
129,A1DIXDR0Y7KXMT,22,0,0,1,2,2
130,A1DIXDR0Y7KXMT,23,1,1,1,5,5
131,A1DIXDR0Y7KXMT,24,0,0,1,2,2
132,A1DIXDR0Y7KXMT,25,1,1,1,5,5
133,A1DIXDR0Y7KXMT,26,0,0,1,5,3
134,A1DIXDR0Y7KXMT,27,0,1,0,5,4
135,A1DIXDR0Y7KXMT,28,0,0,1,4,4
136,A1DIXDR0Y7KXMT,29,1,1,1,6,5
137,A1DIXDR0Y7KXMT,30,0,0,1,1,1
138,A1DIXDR0Y7KXMT,31,1,1,1,4,4
139,A1DIXDR0Y7KXMT,32,0,0,1,6,4
140,A1DIXDR0Y7KXMT,33,1,1,1,4,4
141,A1DIXDR0Y7KXMT,34,0,0,1,5,5
142,A1DIXDR0Y7KXMT,35,1,1,1,5,5
143,A1DIXDR0Y7KXMT,36,0,0,1,5,5
144,A4KXK34AMY5D1,1,1,1,1,3,3
145,A4KXK34AMY5D1,2,0,0,1,3,3
146,A4KXK34AMY5D1,3,0,1,0,3,3
147,A4KXK34AMY5D1,4,0,0,1,3,3
148,A4KXK34AMY5D1,5,0,1,0,3,3
149,A4KXK34AMY5D1,6,0,0,1,3,3
150,A4KXK34AMY5D1,7,0,1,0,3,3
151,A4KXK34AMY5D1,8,1,0,0,3,3
152,A4KXK34AMY5D1,9,1,1,1,3,3
153,A4KXK34AMY5D1,10,1,0,0,3,4
154,A4KXK34AMY5D1,11,1,1,1,3,4
155,A4KXK34AMY5D1,12,0,0,1,3,4
156,A4KXK34AMY5D1,13,0,1,0,3,3
157,A4KXK34AMY5D1,14,0,0,1,3,4
158,A4KXK34AMY5D1,15,0,1,0,3,5
159,A4KXK34AMY5D1,16,1,0,0,3,3
160,A4KXK34AMY5D1,17,0,1,0,3,5
161,A4KXK34AMY5D1,18,1,0,0,4,5
162,A4KXK34AMY5D1,19,0,1,0,3,5
163,A4KXK34AMY5D1,20,0,0,1,3,4
164,A4KXK34AMY5D1,21,0,1,0,4,6
165,A4KXK34AMY5D1,22,0,0,1,2,3
166,A4KXK34AMY5D1,23,0,1,0,3,4
167,A4KXK34AMY5D1,24,0,0,1,3,3
168,A4KXK34AMY5D1,25,0,1,0,4,5
169,A4KXK34AMY5D1,26,0,0,1,3,5
170,A4KXK34AMY5D1,27,1,1,1,3,4
171,A4KXK34AMY5D1,28,0,0,1,4,4
172,A4KXK34AMY5D1,29,0,1,0,4,6
173,A4KXK34AMY5D1,30,1,0,0,3,5
174,A4KXK34AMY5D1,31,0,1,0,4,5
175,A4KXK34AMY5D1,32,0,0,1,4,4
176,A4KXK34AMY5D1,33,1,1,1,4,4
177,A4KXK34AMY5D1,34,0,0,1,4,5
178,A4KXK34AMY5D1,35,0,1,0,4,4
179,A4KXK34AMY5D1,36,0,0,1,3,3
180,A3493E42N1JZVF,1,0,1,0,3,3
181,A3493E42N1JZVF,2,1,0,0,4,3
182,A3493E42N1JZVF,3,0,1,0,6,2
183,A3493E42N1JZVF,4,1,0,0,6,2
184,A3493E42N1JZVF,5,0,1,0,7,1
185,A3493E42N1JZVF,6,1,0,0,7,1
186,A3493E42N1JZVF,7,0,1,0,2,6
187,A3493E42N1JZVF,8,1,0,0,2,6
188,A3493E42N1JZVF,9,0,1,0,3,5
189,A3493E42N1JZVF,10,1,0,0,3,5
190,A3493E42N1JZVF,11,0,1,0,5,2
191,A3493E42N1JZVF,12,1,0,0,6,2
192,A3493E42N1JZVF,13,0,1,0,2,7
193,A3493E42N1JZVF,14,1,0,0,2,7
194,A3493E42N1JZVF,15,0,1,0,2,6
195,A3493E42N1JZVF,16,1,0,0,2,6
196,A3493E42N1JZVF,17,0,1,0,4,4
197,A3493E42N1JZVF,18,1,0,0,4,4
198,A3493E42N1JZVF,19,0,1,0,1,7
199,A3493E42N1JZVF,20,1,0,0,1,7
200,A3493E42N1JZVF,21,0,1,0,2,6
201,A3493E42N1JZVF,22,1,0,0,2,6
202,A3493E42N1JZVF,23,0,1,0,3,5
203,A3493E42N1JZVF,24,1,0,0,3,5
204,A3493E42N1JZVF,25,0,1,0,1,7
205,A3493E42N1JZVF,26,1,0,0,1,7
206,A3493E42N1JZVF,27,0,1,0,2,6
207,A3493E42N1JZVF,28,1,0,0,2,6
208,A3493E42N1JZVF,29,0,1,0,4,4
209,A3493E42N1JZVF,30,1,0,0,4,4
210,A3493E42N1JZVF,31,0,1,0,1,7
211,A3493E42N1JZVF,32,1,0,0,1,7
212,A3493E42N1JZVF,33,0,1,0,2,7
213,A3493E42N1JZVF,34,1,0,0,2,7
214,A3493E42N1JZVF,35,0,1,0,3,6
215,A3493E42N1JZVF,36,1,0,0,3,6
216,A1FS8SBR4SDWYG,1,0,1,0,6,2
217,A1FS8SBR4SDWYG,2,1,0,0,7,7
218,A1FS8SBR4SDWYG,3,0,1,0,7,1
219,A1FS8SBR4SDWYG,4,1,0,0,4,4
220,A1FS8SBR4SDWYG,5,0,1,0,5,1
221,A1FS8SBR4SDWYG,6,1,0,0,5,3
222,A1FS8SBR4SDWYG,7,1,1,1,4,4
223,A1FS8SBR4SDWYG,8,1,0,0,6,5
224,A1FS8SBR4SDWYG,9,0,1,0,5,4
225,A1FS8SBR4SDWYG,10,0,0,1,6,4
226,A1FS8SBR4SDWYG,11,0,1,0,6,1
227,A1FS8SBR4SDWYG,12,1,0,0,4,3
228,A1FS8SBR4SDWYG,13,1,1,1,4,4
229,A1FS8SBR4SDWYG,14,1,0,0,5,3
230,A1FS8SBR4SDWYG,15,0,1,0,5,3
231,A1FS8SBR4SDWYG,16,1,0,0,5,5
232,A1FS8SBR4SDWYG,17,0,1,0,4,4
233,A1FS8SBR4SDWYG,18,1,0,0,4,4
234,A1FS8SBR4SDWYG,19,1,1,1,4,5
235,A1FS8SBR4SDWYG,20,1,0,0,5,4
236,A1FS8SBR4SDWYG,21,0,1,0,5,4
237,A1FS8SBR4SDWYG,22,1,0,0,6,3
238,A1FS8SBR4SDWYG,23,1,1,1,5,4
239,A1FS8SBR4SDWYG,24,1,0,0,7,1
240,A1FS8SBR4SDWYG,25,0,1,0,5,4
241,A1FS8SBR4SDWYG,26,1,0,0,6,5
242,A1FS8SBR4SDWYG,27,0,1,0,6,5
243,A1FS8SBR4SDWYG,28,1,0,0,5,4
244,A1FS8SBR4SDWYG,29,0,1,0,5,4
245,A1FS8SBR4SDWYG,30,1,0,0,5,4
246,A1FS8SBR4SDWYG,31,1,1,1,5,2
247,A1FS8SBR4SDWYG,32,1,0,0,7,4
248,A1FS8SBR4SDWYG,33,1,1,1,6,4
249,A1FS8SBR4SDWYG,34,1,0,0,7,4
250,A1FS8SBR4SDWYG,35,0,1,0,6,5
251,A1FS8SBR4SDWYG,36,1,0,0,6,5
252,A3AM9JHTS7537G,1,0,1,0,4,5
253,A3AM9JHTS7537G,2,0,0,1,3,4
254,A3AM9JHTS7537G,3,0,1,0,4,6
255,A3AM9JHTS7537G,4,0,0,1,4,3
256,A3AM9JHTS7537G,5,0,1,0,4,3
257,A3AM9JHTS7537G,6,0,0,1,4,3
258,A3AM9JHTS7537G,7,0,1,0,5,3
259,A3AM9JHTS7537G,8,0,0,1,4,4
260,A3AM9JHTS7537G,9,0,1,0,5,4
261,A3AM9JHTS7537G,10,0,0,1,4,3
262,A3AM9JHTS7537G,11,0,1,0,4,2
263,A3AM9JHTS7537G,12,0,0,1,4,4
264,A3AM9JHTS7537G,13,0,1,0,3,2
265,A3AM9JHTS7537G,14,0,0,1,3,4
266,A3AM9JHTS7537G,15,0,1,0,3,2
267,A3AM9JHTS7537G,16,0,0,1,5,3
268,A3AM9JHTS7537G,17,1,1,1,5,3
269,A3AM9JHTS7537G,18,0,0,1,4,3
270,A3AM9JHTS7537G,19,0,1,0,5,3
271,A3AM9JHTS7537G,20,0,0,1,6,4
272,A3AM9JHTS7537G,21,1,1,1,3,5
273,A3AM9JHTS7537G,22,0,0,1,4,5
274,A3AM9JHTS7537G,23,1,1,1,5,6
275,A3AM9JHTS7537G,24,0,0,1,6,3
276,A3AM9JHTS7537G,25,0,1,0,5,3
277,A3AM9JHTS7537G,26,0,0,1,4,6
278,A3AM9JHTS7537G,27,1,1,1,5,3
279,A3AM9JHTS7537G,28,1,0,0,5,4
280,A3AM9JHTS7537G,29,1,1,1,5,4
281,A3AM9JHTS7537G,30,0,0,1,5,2
282,A3AM9JHTS7537G,31,0,1,0,4,3
283,A3AM9JHTS7537G,32,0,0,1,5,3
284,A3AM9JHTS7537G,33,1,1,1,4,2
285,A3AM9JHTS7537G,34,0,0,1,4,2
286,A3AM9JHTS7537G,35,1,1,1,5,2
287,A3AM9JHTS7537G,36,0,0,1,5,2
288,A4QDCBGN79832,1,1,1,1,6,6
289,A4QDCBGN79832,2,0,0,1,3,2
290,A4QDCBGN79832,3,1,1,1,6,6
291,A4QDCBGN79832,4,0,0,1,2,2
292,A4QDCBGN79832,5,1,1,1,6,6
293,A4QDCBGN79832,6,0,0,1,6,5
294,A4QDCBGN79832,7,1,1,1,6,6
295,A4QDCBGN79832,8,0,0,1,5,5
296,A4QDCBGN79832,9,1,1,1,5,4
297,A4QDCBGN79832,10,0,0,1,5,5
298,A4QDCBGN79832,11,1,1,1,6,6
299,A4QDCBGN79832,12,0,0,1,2,2
300,A4QDCBGN79832,13,1,1,1,6,5
301,A4QDCBGN79832,14,0,0,1,5,5
302,A4QDCBGN79832,15,1,1,1,6,5
303,A4QDCBGN79832,16,0,0,1,5,5
304,A4QDCBGN79832,17,1,1,1,5,5
305,A4QDCBGN79832,18,0,0,1,5,4
306,A4QDCBGN79832,19,1,1,1,5,5
307,A4QDCBGN79832,20,0,0,1,5,5
308,A4QDCBGN79832,21,1,1,1,5,5
309,A4QDCBGN79832,22,0,0,1,6,5
310,A4QDCBGN79832,23,1,1,1,6,5
311,A4QDCBGN79832,24,0,0,1,6,5
312,A4QDCBGN79832,25,1,1,1,6,5
313,A4QDCBGN79832,26,0,0,1,2,2
314,A4QDCBGN79832,27,1,1,1,6,5
315,A4QDCBGN79832,28,0,0,1,2,2
316,A4QDCBGN79832,29,1,1,1,6,5
317,A4QDCBGN79832,30,0,0,1,2,2
318,A4QDCBGN79832,31,1,1,1,6,5
319,A4QDCBGN79832,32,0,0,1,5,2
320,A4QDCBGN79832,33,1,1,1,5,5
321,A4QDCBGN79832,34,0,0,1,1,2
322,A4QDCBGN79832,35,1,1,1,5,5
323,A4QDCBGN79832,36,0,0,1,2,2
324,A2JZTBEU8B8MXW,1,0,1,0,4,5
325,A2JZTBEU8B8MXW,2,1,0,0,6,4
326,A2JZTBEU8B8MXW,3,0,1,0,5,4
327,A2JZTBEU8B8MXW,4,0,0,1,5,4
328,A2JZTBEU8B8MXW,5,1,1,1,5,4
329,A2JZTBEU8B8MXW,6,1,0,0,5,4
330,A2JZTBEU8B8MXW,7,1,1,1,5,4
331,A2JZTBEU8B8MXW,8,1,0,0,5,4
332,A2JZTBEU8B8MXW,9,0,1,0,5,4
333,A2JZTBEU8B8MXW,10,0,0,1,4,5
334,A2JZTBEU8B8MXW,11,0,1,0,5,4
335,A2JZTBEU8B8MXW,12,1,0,0,5,4
336,A2JZTBEU8B8MXW,13,0,1,0,5,6
337,A2JZTBEU8B8MXW,14,1,0,0,3,5
338,A2JZTBEU8B8MXW,15,1,1,1,4,6
339,A2JZTBEU8B8MXW,16,0,0,1,5,4
340,A2JZTBEU8B8MXW,17,0,1,0,4,5
341,A2JZTBEU8B8MXW,18,0,0,1,5,4
342,A2JZTBEU8B8MXW,19,0,1,0,6,3
343,A2JZTBEU8B8MXW,20,0,0,1,5,4
344,A2JZTBEU8B8MXW,21,1,1,1,5,4
345,A2JZTBEU8B8MXW,22,0,0,1,5,4
346,A2JZTBEU8B8MXW,23,1,1,1,4,5
347,A2JZTBEU8B8MXW,24,0,0,1,5,4
348,A2JZTBEU8B8MXW,25,0,1,0,6,5
349,A2JZTBEU8B8MXW,26,0,0,1,5,4
350,A2JZTBEU8B8MXW,27,0,1,0,4,5
351,A2JZTBEU8B8MXW,28,0,0,1,4,5
352,A2JZTBEU8B8MXW,29,0,1,0,5,4
353,A2JZTBEU8B8MXW,30,1,0,0,4,6
354,A2JZTBEU8B8MXW,31,0,1,0,4,6
355,A2JZTBEU8B8MXW,32,0,0,1,3,5
356,A2JZTBEU8B8MXW,33,1,1,1,4,4
357,A2JZTBEU8B8MXW,34,1,0,0,4,6
358,A2JZTBEU8B8MXW,35,0,1,0,5,4
359,A2JZTBEU8B8MXW,36,0,0,1,4,4
360,A1KTPYX40PRLVW,1,1,1,1,5,6
361,A1KTPYX40PRLVW,2,1,0,0,3,4
362,A1KTPYX40PRLVW,3,0,1,0,5,3
363,A1KTPYX40PRLVW,4,1,0,0,6,2
364,A1KTPYX40PRLVW,5,1,1,1,7,7
365,A1KTPYX40PRLVW,6,1,0,0,7,1
366,A1KTPYX40PRLVW,7,1,1,1,5,6
367,A1KTPYX40PRLVW,8,1,0,0,6,3
368,A1KTPYX40PRLVW,9,1,1,1,7,6
369,A1KTPYX40PRLVW,10,1,0,0,6,3
370,A1KTPYX40PRLVW,11,1,1,1,7,7
371,A1KTPYX40PRLVW,12,1,0,0,5,6
372,A1KTPYX40PRLVW,13,0,1,0,3,4
373,A1KTPYX40PRLVW,14,0,0,1,2,4
374,A1KTPYX40PRLVW,15,1,1,1,6,4
375,A1KTPYX40PRLVW,16,1,0,0,5,6
376,A1KTPYX40PRLVW,17,0,1,0,4,4
377,A1KTPYX40PRLVW,18,1,0,0,6,1
378,A1KTPYX40PRLVW,19,1,1,1,6,4
379,A1KTPYX40PRLVW,20,1,0,0,5,4
380,A1KTPYX40PRLVW,21,0,1,0,3,4
381,A1KTPYX40PRLVW,22,1,0,0,6,2
382,A1KTPYX40PRLVW,23,0,1,0,6,2
383,A1KTPYX40PRLVW,24,1,0,0,6,2
384,A1KTPYX40PRLVW,25,1,1,1,6,4
385,A1KTPYX40PRLVW,26,1,0,0,6,2
386,A1KTPYX40PRLVW,27,0,1,0,6,4
387,A1KTPYX40PRLVW,28,1,0,0,6,1
388,A1KTPYX40PRLVW,29,0,1,0,6,4
389,A1KTPYX40PRLVW,30,1,0,0,7,1
390,A1KTPYX40PRLVW,31,0,1,0,4,4
391,A1KTPYX40PRLVW,32,1,0,0,6,2
392,A1KTPYX40PRLVW,33,0,1,0,4,4
393,A1KTPYX40PRLVW,34,1,0,0,6,3
394,A1KTPYX40PRLVW,35,0,1,0,7,3
395,A1KTPYX40PRLVW,36,1,0,0,7,2
396,AQWV4866H1PFQ,1,0,1,0,7,5
397,AQWV4866H1PFQ,2,0,0,1,7,6
398,AQWV4866H1PFQ,3,1,1,1,7,4
399,AQWV4866H1PFQ,4,0,0,1,7,5
400,AQWV4866H1PFQ,5,1,1,1,7,6
401,AQWV4866H1PFQ,6,0,0,1,6,6
402,AQWV4866H1PFQ,7,1,1,1,7,3
403,AQWV4866H1PFQ,8,0,0,1,7,4
404,AQWV4866H1PFQ,9,1,1,1,7,5
405,AQWV4866H1PFQ,10,0,0,1,7,4
406,AQWV4866H1PFQ,11,1,1,1,7,3
407,AQWV4866H1PFQ,12,0,0,1,7,5
408,AQWV4866H1PFQ,13,1,1,1,7,5
409,AQWV4866H1PFQ,14,0,0,1,7,6
410,AQWV4866H1PFQ,15,1,1,1,7,2
411,AQWV4866H1PFQ,16,0,0,1,7,6
412,AQWV4866H1PFQ,17,1,1,1,7,2
413,AQWV4866H1PFQ,18,0,0,1,7,5
414,AQWV4866H1PFQ,19,1,1,1,7,4
415,AQWV4866H1PFQ,20,0,0,1,7,5
416,AQWV4866H1PFQ,21,1,1,1,7,3
417,AQWV4866H1PFQ,22,0,0,1,7,5
418,AQWV4866H1PFQ,23,1,1,1,7,3
419,AQWV4866H1PFQ,24,0,0,1,7,6
420,AQWV4866H1PFQ,25,1,1,1,6,5
421,AQWV4866H1PFQ,26,0,0,1,6,4
422,AQWV4866H1PFQ,27,1,1,1,7,5
423,AQWV4866H1PFQ,28,0,0,1,7,4
424,AQWV4866H1PFQ,29,1,1,1,7,2
425,AQWV4866H1PFQ,30,0,0,1,6,4
426,AQWV4866H1PFQ,31,1,1,1,7,4
427,AQWV4866H1PFQ,32,0,0,1,7,6
428,AQWV4866H1PFQ,33,1,1,1,7,4
429,AQWV4866H1PFQ,34,0,0,1,7,5
430,AQWV4866H1PFQ,35,1,1,1,6,3
431,AQWV4866H1PFQ,36,0,0,1,7,6
432,A3KE7OXK8J5QAD,1,0,1,0,5,5
433,A3KE7OXK8J5QAD,2,0,0,1,6,6
434,A3KE7OXK8J5QAD,3,1,1,1,5,5
435,A3KE7OXK8J5QAD,4,0,0,1,5,4
436,A3KE7OXK8J5QAD,5,0,1,0,5,4
437,A3KE7OXK8J5QAD,6,1,0,0,3,3
438,A3KE7OXK8J5QAD,7,1,1,1,5,5
439,A3KE7OXK8J5QAD,8,0,0,1,4,4
440,A3KE7OXK8J5QAD,9,0,1,0,5,5
441,A3KE7OXK8J5QAD,10,1,0,0,3,3
442,A3KE7OXK8J5QAD,11,1,1,1,6,6
443,A3KE7OXK8J5QAD,12,1,0,0,3,3
444,A3KE7OXK8J5QAD,13,1,1,1,5,4
445,A3KE7OXK8J5QAD,14,1,0,0,3,2
446,A3KE7OXK8J5QAD,15,0,1,0,5,4
447,A3KE7OXK8J5QAD,16,0,0,1,5,5
448,A3KE7OXK8J5QAD,17,1,1,1,6,5
449,A3KE7OXK8J5QAD,18,1,0,0,3,2
450,A3KE7OXK8J5QAD,19,1,1,1,4,5
451,A3KE7OXK8J5QAD,20,1,0,0,3,4
452,A3KE7OXK8J5QAD,21,0,1,0,5,4
453,A3KE7OXK8J5QAD,22,0,0,1,3,5
454,A3KE7OXK8J5QAD,23,0,1,0,5,4
455,A3KE7OXK8J5QAD,24,0,0,1,2,3
456,A3KE7OXK8J5QAD,25,0,1,0,4,5
457,A3KE7OXK8J5QAD,26,1,0,0,3,4
458,A3KE7OXK8J5QAD,27,0,1,0,5,5
459,A3KE7OXK8J5QAD,28,0,0,1,3,3
460,A3KE7OXK8J5QAD,29,1,1,1,6,5
461,A3KE7OXK8J5QAD,30,1,0,0,3,2
462,A3KE7OXK8J5QAD,31,0,1,0,5,4
463,A3KE7OXK8J5QAD,32,1,0,0,3,4
464,A3KE7OXK8J5QAD,33,0,1,0,5,5
465,A3KE7OXK8J5QAD,34,0,0,1,5,6
466,A3KE7OXK8J5QAD,35,0,1,0,6,5
467,A3KE7OXK8J5QAD,36,0,0,1,5,5
468,A30NWLRPW1XUSH,1,0,1,0,5,7
469,A30NWLRPW1XUSH,2,1,0,0,7,7
470,A30NWLRPW1XUSH,3,0,1,0,7,4
471,A30NWLRPW1XUSH,4,1,0,0,7,4
472,A30NWLRPW1XUSH,5,0,1,0,7,3
473,A30NWLRPW1XUSH,6,1,0,0,7,1
474,A30NWLRPW1XUSH,7,0,1,0,3,7
475,A30NWLRPW1XUSH,8,1,0,0,2,7
476,A30NWLRPW1XUSH,9,0,1,0,4,6
477,A30NWLRPW1XUSH,10,1,0,0,3,6
478,A30NWLRPW1XUSH,11,0,1,0,5,3
479,A30NWLRPW1XUSH,12,1,0,0,5,3
480,A30NWLRPW1XUSH,13,1,1,1,2,7
481,A30NWLRPW1XUSH,14,1,0,0,2,6
482,A30NWLRPW1XUSH,15,0,1,0,3,5
483,A30NWLRPW1XUSH,16,1,0,0,3,5
484,A30NWLRPW1XUSH,17,0,1,0,4,4
485,A30NWLRPW1XUSH,18,1,0,0,5,3
486,A30NWLRPW1XUSH,19,0,1,0,1,7
487,A30NWLRPW1XUSH,20,1,0,0,2,6
488,A30NWLRPW1XUSH,21,0,1,0,2,6
489,A30NWLRPW1XUSH,22,1,0,0,2,6
490,A30NWLRPW1XUSH,23,0,1,0,3,5
491,A30NWLRPW1XUSH,24,1,0,0,3,5
492,A30NWLRPW1XUSH,25,0,1,0,1,7
493,A30NWLRPW1XUSH,26,1,0,0,1,7
494,A30NWLRPW1XUSH,27,0,1,0,2,6
495,A30NWLRPW1XUSH,28,1,0,0,2,6
496,A30NWLRPW1XUSH,29,0,1,0,3,5
497,A30NWLRPW1XUSH,30,1,0,0,3,5
498,A30NWLRPW1XUSH,31,0,1,0,1,7
499,A30NWLRPW1XUSH,32,1,0,0,2,6
500,A30NWLRPW1XUSH,33,0,1,0,2,6
501,A30NWLRPW1XUSH,34,1,0,0,2,6
502,A30NWLRPW1XUSH,35,0,1,0,2,6
503,A30NWLRPW1XUSH,36,1,0,0,3,5
